430;65.75791
433;62.6772
436;62.3591
439;67.46102
442;66.78778
445;56.21238
448;49.71845
451;47.34148
454;44.11705
457;42.20056
460;40.38193
463;37.49173
466;39.26642
469;47.26331
472;47.84319
475;33.20983
478;18.99222
481;15.57154
484;21.80182
487;28.97787
490;22.12393
493;7.84313
496;2.17752
499;0.92782
502;0.43025
505;0.23013
508;0.16087
511;0.11224
514;0.06661
517;0.04645
520;0.04914
523;0.04829
526;0.03048
529;0.01152
532;0.00398
535;0.00576
538;0.01518
541;0.07487
544;0.20819
547;0.27762
550;0.21704
553;0.15948
556;0.16364
559;0.21173
562;0.30576
565;0.46794
568;0.7134
571;1.08637
574;1.82502
577;3.70588
580;8.45862
583;17.67782
586;29.82015
589;39.04035
592;40.40545
595;36.16812
598;33.26376
601;35.68739
604;42.28328
607;52.75667
610;68.33484
613;79.86787
616;79.32964
619;75.41156
622;74.51549
625;75.04143
628;76.03776
631;78.67516
634;82.58348
637;84.75142
640;84.43471
643;83.96718
646;83.75477
649;82.31647
652;79.90408
655;78.4343
658;79.30752
661;82.31078
664;85.81413
667;88.32359
670;89.56574
673;89.01801
676;85.44427
679;79.33701
682;74.06889
685;72.84643
688;75.91074
691;80.37298
694;82.50032
697;81.29065
700;78.9016
703;80.28854
706;82.00128
709;79.89395
712;78.59464
715;78.31003
718;78.90558
721;79.98966
724;81.13091
727;82.08472
730;82.8202
733;83.53211
736;84.34468
739;85.18422
742;85.99032
745;86.69564
748;87.20686
751;87.43513
754;87.2002
757;86.28598
760;84.51021
763;81.87071
766;78.72531
769;75.76216
772;73.76974
775;73.26134
778;74.21922
781;76.05081
784;78.00761
787;79.43265
790;80.06923
793;80.14383
796;80.11251
799;80.39896
802;81.12944
805;82.07913
808;82.97816
811;83.53654
814;83.76986
817;83.84502
820;83.79771
823;83.45567
826;82.49342
829;80.46214
832;77.09624
835;72.31705
838;66.50948
841;60.63527
844;55.77289
847;52.8068
850;52.38975
853;54.80703
856;59.54779
859;65.03906
862;69.91131
865;72.81709
868;73.17855
871;71.70861
874;69.87835
877;68.97475
880;69.52879
883;71.33519
886;73.61381
889;75.24662
892;75.40932
895;74.09634
898;72.03138
901;70.07603
904;68.20311
907;65.91032
910;62.94293
913;59.87727
916;57.58314
919;56.48376
922;56.32295
925;56.6539
928;55.7382
931;51.6248
934;44.96704
937;37.40284
940;29.99901
943;25.21805
946;24.33733
949;26.43189
952;30.42592
955;35.22908
958;38.93349
961;39.22068
964;35.0591
967;27.62734
970;19.65455
973;13.1719
976;8.67486
979;5.74183
982;3.88123
985;2.67633
988;1.82641
991;1.28098
994;0.92064
997;0.6804
1000;0.53524
1003;0.44422
1006;0.31842
1009;0.25483
1012;0.22877
1015;0.23467
1018;0.18171
1021;0.17773
1024;0.12626
1027;0.12756
1030;0.15628
1033;0.12339
1036;0.15494
1039;0.15179
1042;0.12794
1045;0.15915
1048;0.13036
1051;0.15816
1054;0.21885
1057;0.21177
1060;0.18441
1063;0.23152
1066;0.21962
1069;0.27515
1072;0.27045
1075;0.25491
1078;0.32212
1081;0.33175
1084;0.34509
1087;0.36773
1090;0.39618
1093;0.45013
1096;0.48681
1099;0.5168
1102;0.53175
1105;0.72956
1108;0.90496
1111;1.09569
1114;1.36979
1117;1.78011
1120;2.32812
1123;3.15262
1126;4.50201
1129;6.44992
1132;9.33914
1135;13.40577
1138;18.98269
1141;25.34861
1144;31.97815
1147;37.8495
1150;42.27395
